"Task Type","Task ID","Task Name","Status","Task Content","Assignee","Priority","Latest Comment","Comment Count","Assigned Comment Count","Due Date","Start Date","Date Created","Date Updated","Date Closed","Date Done","Created By","Space","Folder","List","Subtask ID's","Subtask URL's","tags","Lists","Sprints","Linked Tasks","Linked Docs","Time Logged","Time Logged Rolled Up","Time Estimate","Time Estimate Rolled Up","Points Estimate","Points Estimate Rolled Up"
"Task","868eq3d3y","Email - Iniciativa RPG","complete","Divulgação da Luz Negra no evento.

","[Pedro Alberto de Lima]","none","",0,0,"Wednesday, July 23rd 2025","","Thursday, July 10th 2025, 1:02:23 am -03:00","Wednesday, July 23rd 2025, 1:04:44 pm -03:00","Wednesday, July 23rd 2025, 1:04:44 pm -03:00","Wednesday, July 23rd 2025, 1:04:44 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[evento, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868et40h9","Definir agendas de julho para e-mail e redes","complete","
","[Pedro Alberto de Lima]","URGENT"," Classes   Cu do mundo   Características   Fastplay   Fichas   Monstros   Ilustradores 3 e 4 (Tobias e Lobo)     ",1,0,"Friday, July 4th 2025","","Tuesday, July 15th 2025, 9:42:39 am -03:00","Thursday, August 7th 2025, 11:56:33 am -03:00","Thursday, August 7th 2025, 11:56:33 am -03:00","Thursday, August 7th 2025, 11:56:33 am -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","","[Sprint]","[]","","","","","","",,0
"Task","868et41yh","Definir brindes para envio nos pacotes","backlog"," Pensar em tipos de brindes que podemos enviar
Marcador de página
Cartão-postal
Dados
Fastplay Tenebra e Picadeiro
  
","[]","NORMAL","",0,0,"","","Tuesday, July 15th 2025, 9:47:04 am -03:00","Thursday, June 18th 2026, 6:43:41 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","","[Sprint]","[]","","","","","","",,0
"Task","868et43e3","[Mídia Paga] Carrossel Melodia Perdida","backlog","Formato: Carrossel
Nº de slides: a definir
Objetivo: Conversão (venda)
Persona: a definir
Teste A/B: a definir
CTA: landing page

  Informações importantes a destacar:
Inspirado em Zelda
RPG de espada e canção
Usa o d6
Regras simples
Minimalista
Perfeito para jogar com crianças
Canções perdidas, armas e artefatos mágicos
Use a musica durante as batalhas
Monstros fofinhos (mas mortais)
2 aventuras prontas
Prova social (feedback/review)

checklist
Estou focando em um único objetivo?
A headline chama atenção?
A proposta de valor está clara?
A arte valoriza o visual do livro?
A copy é curta, emocional e legível?
A CTA está evidente?
O criativo respeita as boas práticas do Instagram?
A segmentação está alinhada com a persona?
A landing page entrega o que a mídia promete?

","[Pedro Alberto de Lima]","none","",0,0,"","","Tuesday, July 15th 2025, 9:50:20 am -03:00","Tuesday, June 16th 2026, 2:32:35 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Sprint","[868f3fahb, 868f4acw9, 868f4ad3f]","[https://app.clickup.com/t/868f3fahb, https://app.clickup.com/t/868f4acw9, https://app.clickup.com/t/868f4ad3f]","[melodiaperdida, carrossel]","[Sprint]","[]","","","","","","",,0
"Task","868ethhuf","Email - Herança e Antecedente","complete","[Introdução]
Falar sobre as quatro classes arquetípicas do BREU.
Salientar que os jogadores não se limitam a elas.
Com o uso das mecânicas de Herança e Antecedentes tudo muda.

[Herança]
É aquilo que o personagem carrega além de sua classe.
Conceito amplo que abrange ancestralidades, posições em organizações, relações familiares, maldições, benção e muitos outras características que podem ser inventadas.
Garantem um histórico que pode influenciar o jogo de forma narrativa e concedem características mecânicas ao personagem.
BREU assume que todos os personagens sem uma Herança são seres humanos que tiveram uma vida ordinária, não foram alvos de nenhum evento atípico e que não estão ligados a nenhum grupo, ordem ou ancestralidade que os destaques dos demais.

→ Como atribuir uma Herança?
Por padrão, um personagem sem uma Herança recebe +1 ponto para ser adicionado a qualquer atributo durante sua criação e nenhuma complicação adicional.
Para construir uma Herança, o jogador abdica de seu ponto bônus de atributo, escolhe a Herança e desenvolve diretamente com a mestra os conceitos e mecanismos que representam ela no jogo.
Ela deve ser descrita de forma breve e conceder benefícios simples (ver exemplos na p.19).

→ Limites
A mestra pode adicionar uma complicação caso uma Herança seja muito forte ou apresente mais de um efeito.
Uma herança não deve possuir mais do que dois benefícios e uma complicação.
Não é possível escolher benefícios como visão noturna, penumbra, calor , vida ou qualquer coisa que diminua a presença da escuridão no jogo.

[Antecedentes]
Mostram quem foi o personagem antes dele adicionar as informações de classe.
Define um pequeno passado para o personagem, essas informações podem ser usadas pela mestra ao arbitrar situações.
Para construir um Antecedente, preencha a sentença:
Sou um __ bom em __ em busca de __.

O antecedente influencia o jogo de forma narrativa, podendo afetar mecânicas como testes de chance e de reação.
Não muda como as regras de combate e magia são aplicadas diretamente.
Com o tempo, a busca pode deixar de fazer sentido, se acontecer, jogador e mestre devem definir uma nova busca para o personagem.

[Exemplo prático]

Crie um exemplo prático de um personagem mostrando sua Herança e Antecedente e tornar o conteúdo mais acessível.

[Finalização]
O BREU é um RPG que não se limita.
São inúmeras possibilidades e cenários a serem construídos.
Explore mais desse universo agora mesmo.

CTA
","[]","none","Ajustar imagem dos titulos (tamanho e fundo)   Ajustar link da CTA (mudar o utm)   Remover   Um personagem sem Herança é um  humano comum  com uma vida ordinária, sem nenhuma conexão com grupos ou eventos atípicos.   Conforme o jogo progride, o objetivo pode mudar, dessa forma, jogador e mestra  devem definir uma nova busca .   Adicionar o ""Ficou com alguma dúvida?   Adicionar mais espaço   image.png  ",1,0,"Tuesday, July 29th 2025","","Tuesday, July 15th 2025, 7:53:17 pm -03:00","Wednesday, July 30th 2025, 5:14:17 pm -03:00","Wednesday, July 30th 2025, 5:14:17 pm -03:00","Wednesday, July 30th 2025, 5:14:17 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[newsletter, breu]","[Email Marketing]","[]","","","","","","",,0
"Task","868ethhw8","Email - Dicas de mestragem","backlog","
","[Pedro Alberto de Lima]","none","",0,0,"","","Tuesday, July 15th 2025, 7:53:35 pm -03:00","Wednesday, October 29th 2025, 12:26:26 am -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868ethj5m","Email - Uso tático das fezes","backlog","
","[]","none","",0,0,"","","Tuesday, July 15th 2025, 7:54:54 pm -03:00","Wednesday, August 13th 2025, 5:30:08 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868eu8q1j","Classes arquetípicas","complete","CRIATIVO 1
Conheça as classes arquetípicas do BREU

CRIATIVO 2
No BREU, você inicia sua jornada escolhendo uma das quatro classes básicas do jogo.
Com elas, você começa a dar vida ao seu personagem e sua historia.

Talvez de pra juntar 1+2

CRIATIVO 3
Arcanista
­
São especialistas nas forças ocultas da magia, conhecedoras de feitiços e poderes mágicos. 

Assumem a tarefa de compreender as forças arcanas, desfazem maldições, conduzem rituais e procuram saídas para enigmas extraplanares.

Arcanistas tem como atributo principal a inteligência (INT) e podem utilizar armas simples.

CRIATIVO 4
Combatente
­
Especialistas em embates físicos, mestres em táticas e estratégias de combate.

Possuem o domínio mais primitivo do mundo: matar. Independente de interpretações são a lâmina que fere os inimigos e o escudo que protege os indefesos.

Força (FOR) é o atributo central dos combatentes, eles são capazes de utilizar qualquer arma.

CRIATIVO 5
Profeta
­
Conhecedoras da natureza e seus mistérios, são peritos no que rege o divino e suas entidades.

São o canal entre este mundo e as divindades, os espíritos ancestrais e as forças supremas. Trilham uma jornada solitária em busca de respostas e transmitir sua fé.

Seu atributo central é a sabedoria (SAB) e podem empunhar armas simples e uma marcial.

CRIATIVO 6
Especialista
­
Assassinas, ladras, patifes, bandidas ou gatunas, muitos são os nomes dados para estas figuras.

Elas dominam as técnicas do submundo, da enganação e da subterfúgio. Tomam o que desejam sem se importar com o que esteja em seu caminho.

Possuem a destreza (DES) como atributo central e podem utilizar armas simples, todos os arcos e uma marcial.

CRIATIVO 7
Apesar de contar com 4 classes básicas, a sua imaginação não tem limites na personalização dos personagens.

Com o uso de Herança e Antecedentes, mecânicas exclusivas do BREU, você personaliza o personagem como deseja.

Por exemplo, criando subclasses como bárbaro, bardo, druida, monja, paladina e muito mais.

 CRIATIVO 8
Compre o BREU.
Disponível no site da Luz Negra.
","[]","none","",0,0,"Tuesday, July 22nd 2025","","Thursday, July 17th 2025, 11:53:33 am -03:00","Friday, August 8th 2025, 4:08:18 pm -03:00","Friday, August 8th 2025, 4:08:18 pm -03:00","Friday, August 8th 2025, 4:08:18 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[carrossel]","[Redes Sociais]","[]","","","","","","",,0
"Task","868eumtdq","Fastplay e Fichas","backlog","
","[]","none","",0,0,"","","Friday, July 18th 2025, 7:40:58 am -03:00","Saturday, June 6th 2026, 10:45:33 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","","[Redes Sociais]","[]","","","","","","",,0
"Task","868eumte8","Cu do Mundo","backlog","
","[Pedro Alberto de Lima]","none","",0,0,"","","Friday, July 18th 2025, 7:41:14 am -03:00","Saturday, June 6th 2026, 10:45:34 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[reels]","[Redes Sociais]","[]","","","","","","",,0
"Task","868eumu1p","Herança e Antecedente","backlog","
","[Pedro Alberto de Lima]","none","",0,0,"","","Friday, July 18th 2025, 7:51:50 am -03:00","Tuesday, November 4th 2025, 6:56:34 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[carrossel]","[Redes Sociais]","[]","","","","","","",,0
"Task","868eumu33","Extras do BREU","backlog","
","[Pedro Alberto de Lima]","none","",0,0,"","","Friday, July 18th 2025, 7:52:35 am -03:00","Tuesday, November 4th 2025, 6:56:36 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[carrossel]","[Redes Sociais]","[]","","","","","","",,0
"Task","868ewh0f2","Email - Iniciativa 2","complete","
","[]","none","",0,0,"Thursday, July 31st 2025","","Wednesday, July 23rd 2025, 1:05:09 pm -03:00","Wednesday, July 30th 2025, 6:17:28 pm -03:00","Wednesday, July 30th 2025, 6:17:28 pm -03:00","Wednesday, July 30th 2025, 6:17:28 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[evento, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868ezttn9","Vídeo Conspa Stranger Things","backlog","
","[]","none","",0,0,"","","Wednesday, July 30th 2025, 5:15:39 pm -03:00","Friday, August 15th 2025, 1:15:05 am -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","","[Redes Sociais]","[]","","","","","","",,0
"Task","868f2xyc6","Tenebra","finalizado","
","[]","none","",0,0,"Sunday, February 1st 2026","","Wednesday, August 6th 2025, 2:26:45 pm -03:00","Wednesday, July 15th 2026, 3:30:08 pm -03:00","Wednesday, July 15th 2026, 3:30:08 pm -03:00","Wednesday, July 15th 2026, 3:30:08 pm -03:00","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[]","[]","[lançamento]","[Lançamentos]","[]","","","","","","",,0
"Task","868g1md8h","Infaernum Edição Definitiva","finalizado","
","[]","none","",0,0,"Saturday, January 31st 2026","","Monday, October 20th 2025, 9:13:15 pm -03:00","Wednesday, August 5th 2026, 3:29:32 pm -03:00","Wednesday, July 15th 2026, 3:30:06 pm -03:00","Wednesday, July 15th 2026, 3:30:06 pm -03:00","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[]","[]","[lançamento]","[Lançamentos]","[]","Campanha de Anúncio Infaernum: https://app.clickup.com/t/868g1m0hk)","","","","","",,0
"Task","868f2xyhg","Bocado","backlog","
","[]","none","",0,0,"","","Wednesday, August 6th 2025, 2:26:57 pm -03:00","Tuesday, February 24th 2026, 2:51:55 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[]","[]","[lançamento]","[Lançamentos]","[]","","","","","","",,0
"Task","868f2y09m","Catedral dos Ímpios","produção","
","[]","none","",0,0,"Monday, March 1st 2027","Friday, July 10th 2026","Wednesday, August 6th 2025, 2:28:49 pm -03:00","Wednesday, July 15th 2026, 4:33:32 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[]","[]","[em financiamento, suplemento]","[Lançamentos]","[]","","","","","","",,0
"Task","868f2y0z9","Ciência Estranha","produção","
","[]","none","",0,0,"","","Wednesday, August 6th 2025, 2:29:27 pm -03:00","Tuesday, February 24th 2026, 2:56:18 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[868kmc3m8, 868kmc4zn]","[https://app.clickup.com/t/868kmc3m8, https://app.clickup.com/t/868kmc4zn]","[suplemento]","[Lançamentos]","[]","","","","","","",,0
"Task","868f2y1ha","Rango Monstro","pré-produção","
","[]","none","",0,0,"","","Wednesday, August 6th 2025, 2:30:25 pm -03:00","Tuesday, February 24th 2026, 2:56:08 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[]","[]","[lançamento]","[Lançamentos]","[]","","","","","","",,0
"Task","868f2y7e6","Memor.ia","backlog","
","[]","none","",0,0,"","","Wednesday, August 6th 2025, 2:40:38 pm -03:00","Tuesday, February 24th 2026, 2:51:53 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[868f40utf]","[https://app.clickup.com/t/868f40utf]","[lançamento]","[Lançamentos]","[]","","","","","","",,0
"Task","868f2y80w","HQs Lobo","backlog","
","[]","none","",0,0,"","","Wednesday, August 6th 2025, 2:42:12 pm -03:00","Tuesday, February 24th 2026, 2:56:04 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[868f2y8bv]","[https://app.clickup.com/t/868f2y8bv]","[lançamento]","[Lançamentos]","[]","","","","","","",,0
"Task","868f2ygkf","Post Classes","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Wednesday, August 6th 2025","","Wednesday, August 6th 2025, 2:57:50 pm -03:00","Thursday, August 7th 2025, 12:13:48 pm -03:00","Thursday, August 7th 2025, 12:10:33 am -03:00","Thursday, August 7th 2025, 12:10:33 am -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[breu, carrossel]","[Redes Sociais]","[]","","","","","","",,0
"Task","868f3f2wb","Agendas setembro","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Wednesday, August 27th 2025","","Thursday, August 7th 2025, 11:56:41 am -03:00","Wednesday, October 29th 2025, 12:26:45 am -03:00","Wednesday, October 29th 2025, 12:26:45 am -03:00","Wednesday, October 29th 2025, 12:26:45 am -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","","[Sprint]","[]","","","","","","",,0
"Task","868g5302m","Sob As Sombras Dos Chifres","pré-produção","
","[]","none","",0,0,"Friday, May 1st 2026","","Tuesday, October 28th 2025, 6:44:36 pm -03:00","Tuesday, August 4th 2026, 7:16:36 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[]","[]","[suplemento]","[Lançamentos]","[]","","","","","","",,0
"Task","868f3fje6","Automação pós-venda","backlog","Objetivo:
Criar uma automação de pós-venda com links e informações importantes para os clientes.
Incluir links como:
Fichas de personagem
Macros
Comunidade WhatsApp
Comunidade Discord
Playlist no Spotify
","[Pedro Alberto de Lima]","HIGH","",0,0,"","","Thursday, August 7th 2025, 12:13:27 pm -03:00","Thursday, June 18th 2026, 6:43:38 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","","[Sprint]","[]","","","","","","",,0
"Task","868f3fmfp","Reativação do Discord da Luz Negra","complete","Objetivo:
Tem como objetivo engajar mais a comunidade que já existe e atrair novos consumidores que estejam interessados nos jogos da editora.

Reativar o servidor no Discord da editora com mesas semanais para o público conhecer os nossos jogos. 


","[]","HIGH","",0,0,"Friday, August 29th 2025","","Thursday, August 7th 2025, 12:16:17 pm -03:00","Tuesday, May 12th 2026, 2:14:20 pm -03:00","Tuesday, May 12th 2026, 2:14:20 pm -03:00","Tuesday, May 12th 2026, 2:14:20 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","","[Sprint]","[]","","","","","","",,0
"Task","868f3frk6","Apresentação de desempenho","complete","Roteiro

Instagram
1- Visão Geral
Queda de visualizações e interações devido ao efeito pós-DOFF
Alcance cresceu provavelmente devido ao novo anúncio do BREU (novo público)

2 - Alcance e visualizações
Apesar de uma ligeira queda nas visualizações continuamos com um bom crescimento ao longo do ano

3 - Cliques e visitas
Ótimo crescimento dos últimos 2 meses
Mídia paga do breu impulsionou os cliques

4 - O que vem aí
a. novo tráfego pago para o melodia muito em breve
b. planilha com influencers do nicho
c. análise para entender que caminho podemos seguir

Brevo
1 - Abertura
Queda significativa em julho
Mês que mais enviamos e-mails
Entender se a chamada não está cativante suficiente
Talvez e-mails grandes demais

2 - Cliques
Maio e junho atípicos devido ao lançamento da versão final do breu e do inicio de vendas (alguns emails tiveram 10% de abertura)
Manter constância de 2% para o próximo mês

GA4
1 - Visualizações
De maio para trás não temos detalhado
Crescimento nas views devido a parcerias e tráfego pago BREU

2- Origem
Também sem detalhamento
Vou criar um relatório para ver as utms

","[Pedro Alberto de Lima]","none","",0,0,"Wednesday, August 13th 2025","","Thursday, August 7th 2025, 12:21:20 pm -03:00","Monday, August 18th 2025, 8:44:05 am -03:00","Monday, August 18th 2025, 8:44:05 am -03:00","Monday, August 18th 2025, 8:44:05 am -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","","[Sprint]","[]","","","","","","",,0
"Task","868f41qnc","Camin'","backlog","
","[]","none","",0,0,"","","Friday, August 8th 2025, 11:24:28 am -03:00","Tuesday, February 24th 2026, 2:51:52 pm -03:00","","","Diego Bassinello","Produção","hidden","Lançamentos","[868f41qxe]","[https://app.clickup.com/t/868f41qxe]","[lançamento]","[Lançamentos]","[]","","","","","","",,0
"Task","868f4apv1","[Mídia Paga] Reels Melodia Perdida","backlog","
","[Pedro Alberto de Lima]","HIGH","",0,0,"","","Friday, August 8th 2025, 7:21:57 pm -03:00","Tuesday, May 12th 2026, 2:14:58 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Sprint","[868f4aq3j, 868f4aq61, 868f4aq7a, 868f4aq9h]","[https://app.clickup.com/t/868f4aq3j, https://app.clickup.com/t/868f4aq61, https://app.clickup.com/t/868f4aq7a, https://app.clickup.com/t/868f4aq9h]","[melodiaperdida, influencer, reels]","[Sprint]","[]","","","","","","",,0
"Task","868f74bh1","Reunião 27/08","complete","Tópicos
Relatório de desempenho de redes
Mostrar lista de concorrentes do Meta
Entender se faz sentido os que adicionei
Adicionar novos
LP Melodia Perdida - como está?
Aniversário Conspirações fim do mês - faremos algo? live?
Provavelmente uma one-shot
Chamar o 3D
Tem algum conteúdo ou evento programado pro mês?
DungeonGeek21 ~ 13/09 c/ Diego
Além do Muro ~ Outubro

","[]","none","",0,0,"Wednesday, August 27th 2025","","Friday, August 15th 2025, 1:11:28 am -03:00","Thursday, June 18th 2026, 6:43:54 pm -03:00","Thursday, June 18th 2026, 6:43:54 pm -03:00","Thursday, June 18th 2026, 6:43:54 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","","[Sprint]","[]","","","","","","",,0
"Task","868f7uxna","Automação carrinho abandonado","backlog","
","[]","NORMAL","",0,0,"","","Monday, August 18th 2025, 8:52:14 am -03:00","Monday, August 18th 2025, 8:52:33 am -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","","[Sprint]","[]","","","","","","",,0
"Task","868fc1f0a","Email - OneShot BREU","complete","
","[]","none","Alterar a header, deu erro no Brevo  ",1,0,"Wednesday, September 3rd 2025","","Wednesday, August 27th 2025, 11:34:34 am -03:00","Thursday, September 4th 2025, 8:36:05 pm -03:00","Thursday, September 4th 2025, 8:36:05 pm -03:00","Thursday, September 4th 2025, 8:36:05 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868fc1f0m","Email - DungeonGeek21","backlog","
","[]","none","",0,0,"","","Wednesday, August 27th 2025, 11:34:35 am -03:00","Wednesday, September 24th 2025, 11:40:03 am -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[evento, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868fq4wj8","E-mail - Campfire","complete","
","[]","none","",0,0,"Monday, September 29th 2025","","Wednesday, September 24th 2025, 11:39:30 am -03:00","Sunday, October 5th 2025, 6:42:15 pm -03:00","Sunday, October 5th 2025, 6:42:15 pm -03:00","Sunday, October 5th 2025, 6:42:15 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868frmjz8","Email - Campfire 2","complete","
","[]","none","",0,0,"Wednesday, October 1st 2025","","Sunday, September 28th 2025, 6:02:36 pm -03:00","Sunday, October 5th 2025, 6:42:14 pm -03:00","Sunday, October 5th 2025, 6:42:14 pm -03:00","Sunday, October 5th 2025, 6:42:14 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868g1kzpf","Teaser 1 - Data 11.11","complete"," 
","[]","none","",0,0,"Tuesday, October 28th 2025","","Monday, October 20th 2025, 8:14:37 pm -03:00","Wednesday, October 29th 2025, 12:03:40 am -03:00","Wednesday, October 29th 2025, 12:03:40 am -03:00","Wednesday, October 29th 2025, 12:03:40 am -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[infaernum, criativo, stories]","[Redes Sociais]","[]","","","","","","",,0
"Task","868g1m07t","Campanha Iniciada Infaernum","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Tuesday, November 11th 2025","","Monday, October 20th 2025, 8:16:49 pm -03:00","Tuesday, November 11th 2025, 6:58:16 pm -03:00","Tuesday, November 11th 2025, 6:58:16 pm -03:00","Tuesday, November 11th 2025, 6:58:16 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[reels, stories]","[Redes Sociais]","[]","","","","","","",,0
"Milestone","868g1m0hk","Campanha de Anúncio Infaernum","complete","
","[Pedro Alberto de Lima]","URGENT","",0,0,"Sunday, November 30th 2025","","Monday, October 20th 2025, 8:18:06 pm -03:00","Wednesday, February 11th 2026, 2:46:55 pm -03:00","Wednesday, February 11th 2026, 2:46:55 pm -03:00","Wednesday, February 11th 2026, 2:46:55 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","","[Sprint]","[]","Infaernum Edição Definitiva: https://app.clickup.com/t/868g1md8h)","","","","","",,0
"Task","868g1m0p0","Anúncio da Campanha","complete","A ideia desse é ser o grande anúncio com um Reels em motion feito pelo Leo.

","[]","URGENT","Drive com arquivos para Caio e Raul    ",2,0,"Friday, October 31st 2025","","Monday, October 20th 2025, 8:18:30 pm -03:00","Sunday, November 2nd 2025, 6:48:05 pm -03:00","Sunday, November 2nd 2025, 6:48:05 pm -03:00","Sunday, November 2nd 2025, 6:48:05 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[reels, infaernum, stories]","[Redes Sociais]","[]","","","","","","",,0
"Task","868g1mdu1","Newsletter de anúncio","complete","
","[Pedro Alberto de Lima]","URGENT","",0,0,"Monday, November 3rd 2025","","Monday, October 20th 2025, 9:19:47 pm -03:00","Monday, November 3rd 2025, 12:43:22 am -03:00","Monday, November 3rd 2025, 12:43:22 am -03:00","Monday, November 3rd 2025, 12:43:22 am -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868g1mmxn","Anúncio preliminar: Vem aí","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Wednesday, October 29th 2025","","Monday, October 20th 2025, 10:16:43 pm -03:00","Wednesday, October 29th 2025, 12:26:20 am -03:00","Wednesday, October 29th 2025, 12:26:20 am -03:00","Wednesday, October 29th 2025, 12:26:20 am -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868g2x4rn","[Caixinha] Palpites do anúncio","complete","
","[Diego Bassinello]","none","",0,0,"Thursday, October 30th 2025","","Wednesday, October 22nd 2025, 11:26:42 pm -03:00","Sunday, November 2nd 2025, 6:48:07 pm -03:00","Sunday, November 2nd 2025, 6:48:07 pm -03:00","Sunday, November 2nd 2025, 6:48:07 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[stories, infaernum]","[Redes Sociais]","[]","","","","","","",,0
"Task","868g2x61c","POSTS EXTRAS DA CAMPANHA","backlog","
","[]","none","",0,0,"Thursday, December 4th 2025","","Wednesday, October 22nd 2025, 11:32:58 pm -03:00","Sunday, November 9th 2025, 1:37:42 am -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[868g2x62k, 868g2x62z, 868g2x635, 868g2x63b, 868g2x63g, 868g2x63v, 868g2x8r9, 868g2x8ub, 868g2x8wd]","[https://app.clickup.com/t/868g2x62k, https://app.clickup.com/t/868g2x62z, https://app.clickup.com/t/868g2x635, https://app.clickup.com/t/868g2x63b, https://app.clickup.com/t/868g2x63g, https://app.clickup.com/t/868g2x63v, https://app.clickup.com/t/868g2x8r9, https://app.clickup.com/t/868g2x8ub, https://app.clickup.com/t/868g2x8wd]","","[Redes Sociais]","[]","","","","","","",,0
"Task","868g2x6uj","Teaser 2 - Amanhã 12h","complete","
","[]","none","",0,0,"Thursday, October 30th 2025","","Wednesday, October 22nd 2025, 11:44:54 pm -03:00","Sunday, November 2nd 2025, 6:48:09 pm -03:00","Sunday, November 2nd 2025, 6:48:09 pm -03:00","Sunday, November 2nd 2025, 6:48:09 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[stories, infaernum]","[Redes Sociais]","[]","","","","","","",,0
"Task","868g2x77r","Live na Câmara sexta","complete","
","[]","none","",0,0,"Friday, October 31st 2025","","Wednesday, October 22nd 2025, 11:49:57 pm -03:00","Sunday, November 2nd 2025, 6:47:59 pm -03:00","Sunday, November 2nd 2025, 6:47:58 pm -03:00","Sunday, November 2nd 2025, 6:47:58 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[criativo, stories]","[Redes Sociais]","[]","","","","","","",,0
"Task","868g2x7zf","Faltam 2 dias","complete","
","[Diego Bassinello]","none","",0,0,"Sunday, November 9th 2025","","Wednesday, October 22nd 2025, 11:58:59 pm -03:00","Sunday, November 9th 2025, 9:41:01 pm -03:00","Sunday, November 9th 2025, 9:41:01 pm -03:00","Sunday, November 9th 2025, 9:41:01 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[stories, criativo, infaernum]","[Redes Sociais]","[]","","","","","","",,0
"Task","868g4gnn7","Rolagem 3d6","complete","
","[]","none","",0,0,"Friday, December 5th 2025","","Monday, October 27th 2025, 8:30:37 pm -03:00","Friday, December 12th 2025, 7:39:42 pm -03:00","Friday, December 12th 2025, 7:39:42 pm -03:00","Friday, December 12th 2025, 7:39:42 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","","[Redes Sociais]","[]","","","","","","",,0
